GPS00343,697519.284,732816.525,54.119,CH1
GPS00344,697539.748,732804.453,54.531,BD1
GPS00345,697525.373,732815.237,54.494,BD1
GPS00346,697519.195,732812.056,53.811,MH
GPS00347,697518.784,732811.577,53.805,MH
GPS00348,697519.252,732811.164,53.817,MH
GPS00349,697519.644,732811.628,53.815,MH
GPS00350,697515.738,732814.706,53.563,GL
GPS00351,697510.432,732821.056,53.851,CH1
GPS00352,697509.805,732821.505,53.823,CH1
GPS00353,697510.089,732821.887,53.86,CH1
GPS00354,697510.719,732821.443,53.918,CH1
GPS00355,697499.464,732825.749,53.245,MH
GPS00356,697493.589,732831.001,52.995,MH
GPS00357,697489.011,732835.131,52.722,GL
GPS00358,697463.953,732853.366,51.834,MH
GPS00359,697462.291,732855.236,51.722,GL
GPS00360,697430.779,732877.367,50.609,MH
GPS00361,697430.279,732877.745,50.589,MH
GPS00362,697429.885,732877.245,50.621,MH
GPS00363,697430.379,732876.855,50.644,MH
GPS00364,697430.592,732879.033,50.488,GL
GPS00365,697429.896,732881.866,50.716,CH1
GPS00366,697429.616,732881.445,50.685,CH1
GPS00367,697429.253,732882.285,50.566,CH1
GPS00368,697428.977,732881.863,50.579,CH1
GPS00369,697428.088,732881.611,50.393,WM
GPS00370,697423.67,732884.931,50.317,CH1
GPS00371,697422.863,732885.479,50.28,CH1
GPS00372,697423.459,732886.337,50.28,CH1
GPS00373,697424.267,732885.76,50.291,CH1
GPS00374,697421.373,732885.477,50.129,MH
GPS00375,697420.883,732885.868,50.111,MH
GPS00376,697420.479,732885.35,50.13,MH
GPS00377,697420.982,732884.95,50.144,MH
GPS00378,697404.642,732897.721,49.488,GL
GPS00379,697386.305,732910.698,49.135,GL
GPS00380,697384.522,732913.797,49.235,CH1
GPS00381,697384.017,732914.146,49.213,CH1
GPS00382,697383.67,732913.652,49.219,CH1
GPS00383,697384.176,732913.337,49.197,CH1
GPS00384,697376.393,732918.595,49.139,CH1
GPS00385,697376.969,732919.389,49.133,CH1
GPS00386,697378.101,732917.327,49.135,CH1
GPS00387,697378.598,732918.136,49.183,CH1
GPS00388,697374.611,732917.771,49.095,MH
GPS00389,697374.247,732917.227,49.136,MH
GPS00390,697374.782,732916.855,49.122,MH
GPS00391,697375.146,732917.429,49.099,MH
GPS00392,697365.472,732927.463,49.074,AJ
GPS00393,697363.171,732926.022,48.928,GL
GPS00394,697355.106,732934.418,49.107,AJ
GPS00395,697352.478,732932.236,49.03,GAS
GPS00396,697350.581,732935.242,49.1,WM
GPS00397,697349.003,732936.105,49.173,CH1
GPS00398,697349.327,732936.562,49.223,CH1
GPS00399,697348.493,732937.176,49.228,CH1
GPS00400,697348.159,732936.722,49.191,CH1
GPS00401,697337.881,732946.37,48.953,GL
GPS00402,697339.245,732946.605,49,AJ
GPS00403,697338.91,732944.864,49.009,CH1
GPS00404,697338.45,732944.344,49.002,CH1
GPS00405,697339.249,732943.656,48.997,CH1
GPS00406,697338.46,732944.366,48.994,CH1
GPS00407,697340.136,732941.411,49.048,MH
GPS00408,697339.648,732941.792,49.042,MH
GPS00409,697339.299,732941.323,49.016,MH
GPS00410,697339.764,732940.919,49.062,MH
GPS00411,697340.129,732941.409,49.043,MH
GPS00412,697330.247,732940.653,49.247,CH1
GPS00413,697330.12,732939.606,49.389,CH1
GPS00414,697332.184,732939.298,49.337,CH1
GPS00415,697332.337,732940.298,49.219,CH1
GPS00416,697332.869,732940.098,49.231,AJ
GPS00417,697330.495,732941.772,49.242,AJ
GPS00418,697329.814,732941.405,49.251,SV
GPS00419,697329.559,732941.754,49.246,SV
GPS00420,697329.154,732941.703,49.229,SV
GPS00421,697335.84,732937.47,49.229,AJ
GPS00422,697338.11,732936.294,49.259,WM
GPS00423,697344.176,732932.338,49.229,CH1
GPS00424,697343.79,732931.753,49.281,CH1
GPS00425,697344.94,732930.977,49.279,CH1
GPS00426,697345.328,732931.526,49.229,CH1
GPS00427,697345.529,732932.306,49.105,MH
GPS00428,697352.818,732924.99,49.192,CH1
GPS00429,697353.146,732925.385,49.187,CH1
GPS00430,697353.582,732924.373,49.186,CH1
GPS00431,697353.907,732924.765,49.174,CH1
GPS00432,697353.329,732923.395,49.19,WM
GPS00433,697355.554,732920.117,49.097,GL
GPS00434,697360.242,732921.817,49.003,GL
GPS00435,697365.762,732919.434,49.144,MH
GPS00436,697366.928,732918.318,49.126,MH
GPS00437,697371.735,732912.539,49.26,CH1
GPS00438,697371.354,732911.984,49.254,CH1
GPS00439,697372.474,732911.147,49.266,CH1
GPS00440,697372.873,732911.711,49.273,CH1
GPS00441,697382.895,732905.702,49.214,GL
GPS00442,697377.783,732905.291,49.331,MH
GPS00443,697392.707,732897.279,49.389,SV
GPS00444,697392.777,732896.867,49.366,SV
GPS00445,697393.24,732896.829,49.352,SV
GPS00446,697401.389,732892.056,49.51,GL
GPS00447,697403.61,732888.843,49.765,CH1
GPS00448,697403.322,732888.424,49.763,CH1
GPS00449,697404.138,732887.847,49.784,CH1
GPS00450,697404.431,732888.279,49.79,CH1
GPS00451,697415.388,732883.453,50.062,MH
GPS00452,697424.648,732871.207,50.698,CH1
GPS00453,697424.047,732870.439,50.688,CH1
GPS00454,697422.383,732871.65,50.651,CH1
GPS00455,697422.945,732872.42,50.663,CH1
GPS00456,697426.932,732871.762,50.7,CH1
GPS00457,697427.429,732872.404,50.698,CH1
GPS00458,697428.134,732870.851,50.744,CH1
GPS00459,697428.646,732871.468,50.726,CH1
GPS00460,697427.309,732873.335,50.569,GL
GPS00461,697419.303,732874.099,50.574,CH1
