100,635966.149,4357874.851,1154.69,wl1
101,635965.211,4357869.404,1154.284,wl2
102,635964.609,4357864.915,1154.024,wl3
103,635963.22,4357860.058,1153.973,wl4
104,635962.617,4357854.859,1153.51,wl5
105,635961.905,4357849.927,1153.229,wl6
106,635961.596,4357844.555,1152.755,wl7
107,635960.49,4357838.661,1152.615,wl8
108,635958.463,4357831.683,1152.729,wl9
109,635956.168,4357822.869,1152.609,wl10
110,635955.24,4357817.38,1152.404,wl11
111,635954.122,4357812.119,1152.595,wl12
112,635953.183,4357806.989,1152.116,wl13
113,635952.775,4357798.507,1151.102,wl14
114,635957.501,4357797.715,1148.527,wl15
115,635960.354,4357798.585,1147.211,wl16
116,635961.706,4357801.572,1146.867,wl17
117,635962.83,4357808.266,1147.034,wl18
118,635962.746,4357810.477,1147.673,wl19
119,635962.414,4357814.024,1148.237,wl20
120,635961.685,4357816.75,1148.594,wl21
121,635960.967,4357819.35,1149.323,wl22
122,635964.403,4357819.976,1147.62,wl23
123,635966.381,4357824.102,1147.334,wl24
124,635965.613,4357827.145,1148.169,wl25
125,635966.351,4357831.104,1148.227,wl26
126,635967.247,4357834.926,1148.297,wl27
127,635967.628,4357840.424,1148.964,wl28
128,635965.694,4357848.177,1151.028,wl29
129,635968.356,4357854.971,1150.415,wl30
130,635969.487,4357861.096,1150.801,wl31
131,635970.273,4357866.091,1151.024,wl32
132,635971.536,4357871.455,1151.195,wl33
133,635970.014,4357877.081,1152.747,wl34
134,635969.268,4357881.932,1154.037,wl35
135,635970.258,4357886.766,1154.309,wl36
136,635969.57,4357892.937,1155.613,wl37
137,635969.47,4357898.268,1156.175,wl38
138,635969.201,4357902.598,1156.436,wl39
139,635973.111,4357905.41,1154.547,wl40
140,635972.824,4357901.07,1154.356,wl41
141,635974.514,4357895.348,1152.933,wl42
142,635973.285,4357889.634,1152.871,wl43
143,635974.574,4357883.75,1151.599,wl44
144,635974.631,4357877.302,1150.644,wl45
145,635975.137,4357871.855,1149.357,wl46
146,635975.322,4357865.883,1148.431,wl47
147,635976.023,4357861.858,1147.463,wl48
148,635973.974,4357855.847,1147.702,wl49
149,635972.807,4357848.941,1147.268,wl50
150,635971.908,4357843.039,1147.222,wl51
151,635974.29,4357839.693,1145.474,wl52
152,635971.422,4357833.463,1145.842,wl53
153,635971.49,4357830.05,1145.406,wl54
154,635971.093,4357823.032,1144.257,wl55
155,635969.601,4357817.533,1144.081,wl56
156,635968.743,4357812.399,1144.089,wl57
157,635967.659,4357807.742,1144.035,wl58
158,635966.068,4357803.036,1144.795,wl59
159,635972.345,4357802.685,1140.635,wl60
160,635975.271,4357806.901,1139.269,wl61
161,635976.929,4357815.161,1139.235,wl62
162,635978.031,4357822.065,1140.16,wl63
163,635978.54,4357826.596,1140.648,wl64
164,635977.838,4357832.31,1142.146,wl65
165,635980.245,4357839.179,1141.908,wl66
166,635980.155,4357845.635,1142.819,wl67
167,635981.244,4357852.584,1143.02,wl68
168,635983.091,4357858.048,1143.04,wl69
169,635983.046,4357865.099,1144.026,wl70
170,635985.099,4357864.675,1142.69,wl71
171,635984.76,4357871.271,1143.846,wl72
172,635982.038,4357879.545,1146.618,wl73
173,635986.489,4357878.775,1144.001,wl74
174,635986.635,4357887.13,1145.129,wl75
175,635982.196,4357887.358,1147.729,wl76
176,635981.349,4357894.246,1149.001,wl77
177,635986.134,4357894.453,1146.392,wl78
178,635986.582,4357902.342,1146.351,wl79
179,635982.424,4357902.338,1148.732,wl80
180,635980.695,4357906.537,1150.061,wl81
181,635986.069,4357907.679,1146.95,wl82
182,635985.239,4357913.515,1147.692,wl83
183,635981.545,4357912.011,1149.742,wl84
184,635957.609,4357891.44,1161.88,wl85
185,635958.832,4357887.333,1160.713,wl86
186,635965.069,4357887.956,1157.345,wl87
187,635963.69,4357882.822,1157.166,wl88
188,635956.002,4357883.771,1161.57,wl89
189,635951.766,4357882.247,1163.889,wl90
190,635948.509,4357881.422,1165.779,wl91
191,635952.852,4357889.037,1163.882,wl92
192,635950.348,4357891.113,1165.607,wl93
193,635964.009,4357893.179,1158.905,wl94
194,635963.904,4357896.759,1159.102,wl95
195,636923.535,4357739.132,1195.556,wl96
196,636924.545,4357744.006,1195.32,wl97
197,636925.388,4357750.058,1194.276,wl98
198,636925.904,4357753.655,1193.291,wl99
199,636918.269,4357749.491,1192.556,wl100
200,636913.182,4357750.072,1190.971,wl101
201,636908.058,4357750.462,1189.489,wl102
202,636897.017,4357750.725,1185.536,wl103
203,636895.218,4357754.988,1185.424,wl104
204,636892.72,4357746.034,1185.094,wl105
205,636891.205,4357749.496,1184.936,wl106
206,636889.958,4357752.407,1184.988,wl107
207,636884.332,4357751.117,1183.41,wl108
208,636884.35,4357746.85,1183.502,wl109
209,636879.054,4357745.072,1182.679,wl110
210,636878.705,4357746.785,1182.557,wl111
211,636878.925,4357747.339,1182.269,wl112
212,636879.727,4357750.308,1182.288,wl113
213,636879.713,4357751.428,1182.495,wl114
214,636879.314,4357754.485,1182.03,wl115
215,636872.032,4357743.867,1181.449,wl116
216,636872.668,4357747.276,1181.198,wl117
217,636872.765,4357747.709,1181.044,wl118
218,636872.518,4357750.826,1180.771,wl119
219,636872.452,4357753.774,1180.492,wl120
220,636865.908,4357755.064,1178.897,wl121
221,636866.089,4357751.689,1179.611,wl122
222,636865.632,4357747.679,1179.71,wl123
223,636865.372,4357747.037,1179.959,wl124
224,636865.92,4357741.821,1180.701,wl125
225,636858.361,4357739.416,1179.934,wl126
226,636857.258,4357743.152,1179.407,wl127
227,636857.417,4357746.953,1178.842,wl128
228,636857.53,4357751.933,1178.471,wl129
229,636856.247,4357755.044,1177.547,wl130
230,636851.285,4357736.96,1179.47,wl131
231,636850.724,4357741.179,1179.004,wl132
232,636850.035,4357745.397,1178.38,wl133
233,636849.486,4357749.872,1178.084,wl134
234,636848.429,4357753.653,1176.31,wl135
235,636839.281,4357752.071,1177.266,wl136
236,636840.571,4357747.352,1177.656,wl137
237,636840.927,4357741.433,1178.187,wl138
238,636840.903,4357741.186,1178.374,wl139
239,636841.633,4357734.48,1178.785,wl140
240,636832.764,4357729.939,1178.397,wl141
241,636830.885,4357736.029,1178.113,wl142
242,636831.455,4357742.807,1178.04,wl143
243,636829.04,4357751.271,1177.282,wl144
244,636820.366,4357749.313,1176.579,wl145
245,636821.498,4357744.694,1176.998,wl146
246,636822.975,4357738.933,1177.491,wl147
247,636823.723,4357734.054,1177.872,wl148
248,636823.882,4357727.489,1178.136,wl149
249,636815.205,4357725.073,1177.743,wl150
250,636814.216,4357729.344,1177.355,wl151
251,636812.027,4357737.082,1176.62,wl152
252,636810.827,4357746.65,1175.285,wl153
253,636803.901,4357743.291,1175.19,wl154
254,636805.201,4357738.489,1175.851,wl155
255,636805.717,4357732.726,1176.252,wl156
256,636805.661,4357727.613,1176.569,wl157
257,636805.656,4357722.357,1176.918,wl158
258,636798.407,4357720.846,1176.037,wl159
259,636797.124,4357725.806,1175.663,wl160
260,636796.584,4357732.959,1175.311,wl161
261,636795.635,4357736.967,1174.909,wl162
262,636794.27,4357739.223,1174.326,wl163
263,636790.691,4357737.559,1173.758,wl164
264,636786.448,4357737.32,1172.489,wl165
265,636786.34,4357736.721,1172.226,wl166
266,636788.494,4357733.814,1173.366,wl167
267,636790.318,4357728.549,1174.138,wl168
268,636788.246,4357725.423,1173.751,wl169
269,636788.707,4357719.083,1174.115,wl170
270,636791.215,4357713.706,1174.849,wl171
271,636789.419,4357712.831,1173.02,wl172
272,636784.101,4357711.225,1171.834,wl173
273,636779.54,4357711.965,1171.28,wl174
274,636778.747,4357711.997,1171.561,wl175
275,636778.281,4357715.548,1170.223,wl176
276,636782.592,4357717.478,1170.378,wl177
277,636785.896,4357719.279,1170.799,wl178
278,636785.965,4357725.491,1170.64,wl179
279,636784.121,4357726.6,1169.826,wl180
280,636779.243,4357730.495,1169.265,wl181
281,636778.297,4357732.666,1170.166,wl182
282,636777.553,4357736.9,1169.586,wl183
283,636771.14,4357734.096,1167.683,wl184
284,636772.607,4357729.24,1168.281,wl185
285,636775.103,4357724.498,1168.443,wl186
286,636776.072,4357720.745,1169.134,wl187
287,636776.138,4357715.969,1169.343,wl188
288,636769.253,4357712.969,1167.006,wl189
289,636772.071,4357717.992,1167.24,wl190
290,636770.491,4357723.23,1167.424,wl191
291,636769.644,4357728.335,1166.326,wl192
292,636768.656,4357733.151,1165.74,wl193
293,636766.472,4357731.129,1165.878,wl194
294,636765.404,4357730.279,1166.86,wl195
295,636762.086,4357728.081,1167.594,wl196
296,636759.013,4357727.752,1166.488,wl197
297,636758.672,4357724.708,1166.716,wl198
298,636763.937,4357724.498,1167.197,wl199
299,636762.093,4357722.945,1165.914,wl200
300,636762.248,4357719.177,1165.585,wl201
301,636764.239,4357716.125,1166.208,wl202
302,636764.549,4357714.497,1165.197,wl203
303,636765.265,4357710.782,1165.338,wl204
304,636761.13,4357710.109,1163.956,wl205
305,636760.123,4357713.212,1163.602,wl206
306,636755.13,4357707.391,1162.522,wl207
307,636754.594,4357707.727,1161.435,wl208
308,636752.642,4357712.893,1161.397,wl209
309,636751.103,4357708.983,1160.798,wl210
310,636746.248,4357704.989,1159.917,wl211
311,636743.415,4357708.65,1159.697,wl212
312,636743.132,4357709.561,1159.223,wl213
313,636744.256,4357712.706,1159.156,wl214
314,636739.49,4357712.435,1158.488,wl215
315,636735.642,4357715.095,1158.23,wl216
316,636735.654,4357719.993,1157.954,wl217
317,636735.355,4357724.549,1157.581,wl218
318,636740.501,4357725.68,1157.738,wl219
319,636742.931,4357729.719,1157.654,wl220
320,636748.284,4357730.891,1158.799,wl221
321,636747.747,4357726.468,1158.858,wl222
322,636747.13,4357723.852,1158.906,wl223
323,636743.659,4357725.126,1158.186,wl224
324,636741.634,4357722.036,1158.244,wl225
325,636741.811,4357718.692,1158.471,wl226
326,636748.35,4357720.15,1159.498,wl227
327,636749.705,4357716.258,1160.093,wl228
328,636754.968,4357721.702,1164.888,wl229
329,636758.188,4357719.486,1165.809,wl230
330,636757.857,4357722.872,1165.258,wl231
331,636753.373,4357730.504,1162.222,wl232
332,636757.401,4357733.304,1162.499,wl233
333,636761.459,4357733.638,1163.728,wl234
334,636935.562,4357743.419,1198.531,wl235
